,path,approach,replication_group,source,target,dataset,backbone,adaption_mode,test/target/score/dataloader_idx_1,test/source/score/dataloader_idx_0,test/source/rmse/dataloader_idx_0,test/target/rmse/dataloader_idx_1,validation,epoch_time
361,rul-adapt/benchmark/qu8gj1zp,LatentAlignApproach,882e1468-711b-4b2d-94c5-340677c30797,3,2,xjtu-sy,cnn,transductive,0.1409170925617218,0.1419534981250763,0.2844429612159729,0.2864285111427307,0.2879614531993866,12.538693195734268
362,rul-adapt/benchmark/mqqo2qc6,LatentAlignApproach,882e1468-711b-4b2d-94c5-340677c30797,3,2,xjtu-sy,cnn,transductive,0.14132627844810486,0.07890689373016357,0.35645592212677,0.2422606498003006,0.1473696231842041,12.674114556539626
363,rul-adapt/benchmark/2fcu0lcb,LatentAlignApproach,4235d48f-ae09-4c41-a39c-a7db0a756bcc,3,1,xjtu-sy,cnn,transductive,0.13622592389583588,0.059477563947439194,0.3596945106983185,0.2900543212890625,0.2189551740884781,17.96799205598377
364,rul-adapt/benchmark/6429ul30,LatentAlignApproach,882e1468-711b-4b2d-94c5-340677c30797,3,2,xjtu-sy,cnn,transductive,0.280029296875,0.178585946559906,0.42678478360176086,0.21584944427013397,0.19370828568935392,18.541192520748485
365,rul-adapt/benchmark/nogqgzss,LatentAlignApproach,4235d48f-ae09-4c41-a39c-a7db0a756bcc,3,1,xjtu-sy,cnn,transductive,0.1525341123342514,0.19048623740673065,0.3985682129859924,0.3047558665275574,0.24235548079013824,18.15610570492952
366,rul-adapt/benchmark/mnc07ber,LatentAlignApproach,882e1468-711b-4b2d-94c5-340677c30797,3,2,xjtu-sy,cnn,transductive,0.32082507014274597,0.23087002336978912,0.6085988283157349,0.305354505777359,0.14311371743679047,18.40423420201177
367,rul-adapt/benchmark/ad461c2k,LatentAlignApproach,16922bdb-c240-4967-9ba6-e804eb183b35,2,3,xjtu-sy,cnn,transductive,0.06766439229249954,0.08366265147924423,0.32781192660331726,0.3275470733642578,0.36942756175994873,2.4910024801890054
368,rul-adapt/benchmark/ykpwyoy9,LatentAlignApproach,16922bdb-c240-4967-9ba6-e804eb183b35,2,3,xjtu-sy,cnn,transductive,0.09840194135904312,0.09322690218687056,0.3644177615642547,0.39160752296447754,0.34979793429374695,2.480700695514679
369,rul-adapt/benchmark/kchifoa0,LatentAlignApproach,16922bdb-c240-4967-9ba6-e804eb183b35,2,3,xjtu-sy,cnn,transductive,0.07271865755319595,0.0476093553006649,0.3505098819732666,0.3476066589355469,0.38808006048202515,2.4669539701370966
370,rul-adapt/benchmark/n548x0hl,LatentAlignApproach,4235d48f-ae09-4c41-a39c-a7db0a756bcc,3,1,xjtu-sy,cnn,transductive,0.15472213923931122,0.03628239035606384,0.36629000306129456,0.3062339127063751,0.2426359057426453,16.16155912876129
371,rul-adapt/benchmark/p82navjn,LatentAlignApproach,16922bdb-c240-4967-9ba6-e804eb183b35,2,3,xjtu-sy,cnn,transductive,0.13937166333198547,0.13846510648727417,0.2865182161331177,0.2845333218574524,0.27863529324531555,2.445470113946934
372,rul-adapt/benchmark/zicglgmx,LatentAlignApproach,16922bdb-c240-4967-9ba6-e804eb183b35,2,3,xjtu-sy,cnn,transductive,0.059052854776382446,0.04495960101485253,0.35429105162620544,0.3472909927368164,0.3693237900733948,2.45443217754364
373,rul-adapt/benchmark/x0pw9v3s,LatentAlignApproach,4235d48f-ae09-4c41-a39c-a7db0a756bcc,3,1,xjtu-sy,cnn,transductive,0.13442586362361908,0.022938255220651627,0.44379860162734985,0.308335542678833,0.1696445792913437,16.695585648218792
374,rul-adapt/benchmark/avo3ffaq,LatentAlignApproach,043af419-5d78-4643-9671-10b5fefe4c29,2,1,xjtu-sy,cnn,transductive,0.15822380781173706,0.022925131022930145,0.4244840741157532,0.3249242901802063,0.1711512953042984,1.7835311055183412
375,rul-adapt/benchmark/a8lnt7fo,LatentAlignApproach,043af419-5d78-4643-9671-10b5fefe4c29,2,1,xjtu-sy,cnn,transductive,0.13943621516227722,0.021326225250959396,0.5051633715629578,0.34468477964401245,0.1984703242778778,2.457751823508221
376,rul-adapt/benchmark/sb0t6gj7,LatentAlignApproach,043af419-5d78-4643-9671-10b5fefe4c29,2,1,xjtu-sy,cnn,transductive,0.12847565114498138,0.02045259065926075,0.6144171953201294,0.3437967896461487,0.215360164642334,2.401519399422866
377,rul-adapt/benchmark/wlqycr11,LatentAlignApproach,043af419-5d78-4643-9671-10b5fefe4c29,2,1,xjtu-sy,cnn,transductive,0.13337300717830658,0.02294931374490261,0.5216580629348755,0.3338829576969147,0.2132401466369629,2.454182823499044
378,rul-adapt/benchmark/035y4ilf,LatentAlignApproach,043af419-5d78-4643-9671-10b5fefe4c29,2,1,xjtu-sy,cnn,transductive,0.1677454560995102,0.08956479281187057,0.31382301449775696,0.298024982213974,0.1920661628246307,2.3667680740356447
379,rul-adapt/benchmark/ji51w17v,LatentAlignApproach,4235d48f-ae09-4c41-a39c-a7db0a756bcc,3,1,xjtu-sy,cnn,transductive,0.14782220125198364,0.18075111508369449,0.4734294712543487,0.28995418548583984,0.23670724034309387,16.661056578159332
380,rul-adapt/benchmark/cecsm7yd,LatentAlignApproach,08e206ba-04af-40a0-957d-c6ea163e52e4,1,3,xjtu-sy,cnn,transductive,0.05957488715648651,0.18992221355438232,0.4238720238208771,0.7107396721839905,0.23961006104946136,1.427144095137879
381,rul-adapt/benchmark/l8imtqoa,LatentAlignApproach,cd6eb167-4b39-4ed6-aafc-f6e703c36bea,1,2,xjtu-sy,cnn,transductive,0.09167782962322236,0.1997817754745483,0.403935968875885,0.3028111755847931,0.1256619542837143,1.2370868968963622
382,rul-adapt/benchmark/3lv2k23m,LatentAlignApproach,08e206ba-04af-40a0-957d-c6ea163e52e4,1,3,xjtu-sy,cnn,transductive,0.03891672566533089,0.1818721294403076,0.3695263266563415,0.8243582844734192,0.27475258708000183,1.254670495336706
383,rul-adapt/benchmark/l3vtld0n,LatentAlignApproach,cd6eb167-4b39-4ed6-aafc-f6e703c36bea,1,2,xjtu-sy,cnn,transductive,0.07495619356632233,0.1949213147163391,0.4410173296928406,0.26292017102241516,0.12892872095108032,1.3944895711995788
384,rul-adapt/benchmark/njbv81n2,LatentAlignApproach,08e206ba-04af-40a0-957d-c6ea163e52e4,1,3,xjtu-sy,cnn,transductive,0.11210210621356964,0.19418880343437195,0.3958169221878052,0.3293110728263855,0.339469313621521,1.3680206103758379
385,rul-adapt/benchmark/5ty8mjih,LatentAlignApproach,cd6eb167-4b39-4ed6-aafc-f6e703c36bea,1,2,xjtu-sy,cnn,transductive,0.08650492131710052,0.18869571387767792,0.4120841324329376,0.2871541380882263,0.11826838552951811,1.4688152154286702
386,rul-adapt/benchmark/xsqdwxce,LatentAlignApproach,08e206ba-04af-40a0-957d-c6ea163e52e4,1,3,xjtu-sy,cnn,transductive,0.060743458569049835,0.1878943294286728,0.40432417392730713,0.4936222136020661,0.2750608026981354,1.3195049069648566
387,rul-adapt/benchmark/h5nqisih,LatentAlignApproach,cd6eb167-4b39-4ed6-aafc-f6e703c36bea,1,2,xjtu-sy,cnn,transductive,0.05205978825688362,0.1911432147026062,0.43020114302635193,0.2951243221759796,0.12534812092781067,1.3521702492490728
388,rul-adapt/benchmark/10x6y36f,LatentAlignApproach,cd6eb167-4b39-4ed6-aafc-f6e703c36bea,1,2,xjtu-sy,cnn,transductive,0.04651880636811256,0.19598743319511416,0.4260103106498718,0.3722153306007385,0.150865837931633,1.4760555823644002
389,rul-adapt/benchmark/jd3bjabq,LatentAlignApproach,08e206ba-04af-40a0-957d-c6ea163e52e4,1,3,xjtu-sy,cnn,transductive,0.04456456005573273,0.20251452922821045,0.4252327978610992,0.86153644323349,0.25090765953063965,1.284159106016159
390,rul-adapt/benchmark/nle594h1,LatentAlignApproach,695dd58e-4186-424b-a70a-87ceb5bc4fcd,2,1,femto,cnn,transductive,0.23334378004074097,0.24547986686229703,0.4115941524505615,0.391343206167221,0.0795278325676918,0.43599106788635256
391,rul-adapt/benchmark/5pghgnep,LatentAlignApproach,3d6f4c4e-24a5-4acc-85a9-0d11c8efa5fc,3,2,femto,cnn,transductive,0.14520016312599182,0.0968278795480728,0.28783470392227173,0.28200826048851013,0.289996474981308,0.3821147593056283
392,rul-adapt/benchmark/ql5qlz9j,LatentAlignApproach,695dd58e-4186-424b-a70a-87ceb5bc4fcd,2,1,femto,cnn,transductive,0.222457692027092,0.2251558303833008,0.3811854124069214,0.3828481435775757,0.07725629210472107,0.6242480938693127
393,rul-adapt/benchmark/b5uhiqug,LatentAlignApproach,3d6f4c4e-24a5-4acc-85a9-0d11c8efa5fc,3,2,femto,cnn,transductive,0.13963547348976135,0.14073026180267334,0.28641098737716675,0.28830575942993164,0.28850507736206055,0.47979260713626176
394,rul-adapt/benchmark/w6cjqy2u,LatentAlignApproach,3d6f4c4e-24a5-4acc-85a9-0d11c8efa5fc,3,2,femto,cnn,transductive,0.1396288126707077,0.14072035253047943,0.28641098737716675,0.28830575942993164,0.28850507736206055,0.47999389872831455
395,rul-adapt/benchmark/9h2yrlwu,LatentAlignApproach,695dd58e-4186-424b-a70a-87ceb5bc4fcd,2,1,femto,cnn,transductive,0.2282894104719162,0.25209471583366394,0.4358302652835846,0.40248772501945496,0.07650020718574524,0.6439988541958938
396,rul-adapt/benchmark/zo88bnxz,LatentAlignApproach,3d6f4c4e-24a5-4acc-85a9-0d11c8efa5fc,3,2,femto,cnn,transductive,0.1204027310013771,0.12965191900730133,0.30133751034736633,0.30844876170158386,0.3104650378227234,0.4052574872970581
397,rul-adapt/benchmark/kxlhzx87,LatentAlignApproach,695dd58e-4186-424b-a70a-87ceb5bc4fcd,2,1,femto,cnn,transductive,0.22637930512428284,0.23320625722408295,0.4274807572364807,0.3966681957244873,0.1177769899368286,0.6086195395543025
398,rul-adapt/benchmark/at4mkgvy,LatentAlignApproach,3d6f4c4e-24a5-4acc-85a9-0d11c8efa5fc,3,2,femto,cnn,transductive,0.13847841322422028,0.12157132476568222,0.2843088209629059,0.2817002236843109,0.2757422924041748,0.42309175507496977
399,rul-adapt/benchmark/3vawprq9,LatentAlignApproach,695dd58e-4186-424b-a70a-87ceb5bc4fcd,2,1,femto,cnn,transductive,0.23023943603038788,0.24100342392921448,0.40114960074424744,0.3604520261287689,0.08271072059869766,0.5857592695637753
400,rul-adapt/benchmark/1guyeilj,LatentAlignApproach,a8dc1fad-ad82-4e8e-9937-230786f0bbbe,3,1,femto,cnn,transductive,0.19185468554496765,0.05744463577866554,0.3521420359611511,0.30483371019363403,0.09355203062295914,0.5178039125774218
401,rul-adapt/benchmark/fsge7ilc,LatentAlignApproach,093734cc-9332-4294-8246-38c209e9edcf,2,3,femto,cnn,transductive,0.05979856103658676,0.2586056590080261,0.20089541375637057,0.4297156631946564,0.15701068937778473,0.5551016162140201
402,rul-adapt/benchmark/y4k2yxfp,LatentAlignApproach,a8dc1fad-ad82-4e8e-9937-230786f0bbbe,3,1,femto,cnn,transductive,0.2061207890510559,0.0657392144203186,0.2898462116718292,0.3312781751155853,0.08591678738594055,0.49895789165689486
403,rul-adapt/benchmark/ywgw39cp,LatentAlignApproach,093734cc-9332-4294-8246-38c209e9edcf,2,3,femto,cnn,transductive,0.04255324602127075,0.26520922780036926,0.21215225756168363,0.4990719854831696,0.1172085627913475,0.57354319216025
404,rul-adapt/benchmark/th6gttbv,LatentAlignApproach,a8dc1fad-ad82-4e8e-9937-230786f0bbbe,3,1,femto,cnn,transductive,0.19750957190990448,0.07563210278749466,0.28897207975387573,0.3077205717563629,0.12205370515584946,0.4123407529324901
405,rul-adapt/benchmark/hsss16yc,LatentAlignApproach,093734cc-9332-4294-8246-38c209e9edcf,2,3,femto,cnn,transductive,0.04217074066400528,0.3732861280441284,0.2468966841697693,0.469250351190567,0.13326217234134674,0.563518704437628
406,rul-adapt/benchmark/6h29szhl,LatentAlignApproach,a8dc1fad-ad82-4e8e-9937-230786f0bbbe,3,1,femto,cnn,transductive,0.17207324504852295,0.03618796914815903,0.352247029542923,0.2907755970954895,0.12439266592264175,0.46433872615589816
407,rul-adapt/benchmark/dk16rfir,LatentAlignApproach,a8dc1fad-ad82-4e8e-9937-230786f0bbbe,3,1,femto,cnn,transductive,0.23741990327835083,0.18418949842453003,0.161610946059227,0.4077398478984833,0.09607155621051788,0.5211612606048583
408,rul-adapt/benchmark/sphwbd08,LatentAlignApproach,093734cc-9332-4294-8246-38c209e9edcf,2,3,femto,cnn,transductive,0.04539710283279419,0.2938794195652008,0.2531973719596863,0.4288190007209778,0.18131181597709656,0.5131407796520077
409,rul-adapt/benchmark/xm1aihpg,LatentAlignApproach,093734cc-9332-4294-8246-38c209e9edcf,2,3,femto,cnn,transductive,0.1407519429922104,0.13965901732444763,0.28830578923225403,0.28641098737716675,0.28848525881767273,0.7422311544418335
410,rul-adapt/benchmark/b9n3dlcb,LatentAlignApproach,cbcdb2e7-5537-421f-8681-5a548f709b56,1,3,femto,cnn,transductive,0.03382115438580513,0.19994880259037015,0.3557502031326294,0.3846264183521271,0.2391408532857895,1.6239078044891357
411,rul-adapt/benchmark/a0w4ew3w,LatentAlignApproach,727d2146-e1c9-44af-bc3b-d90fb6840b23,1,2,femto,cnn,transductive,0.19911082088947296,0.15340612828731537,0.2882712781429291,0.34263426065444946,0.3063190281391144,1.9207432837713332
412,rul-adapt/benchmark/r4devqpd,LatentAlignApproach,cbcdb2e7-5537-421f-8681-5a548f709b56,1,3,femto,cnn,transductive,0.04418225586414337,0.17343638837337494,0.326497882604599,0.4047839343547821,0.2222631573677063,1.858559544881185
413,rul-adapt/benchmark/uc9jag16,LatentAlignApproach,727d2146-e1c9-44af-bc3b-d90fb6840b23,1,2,femto,cnn,transductive,0.11015446484088898,0.11852696537971497,0.3067273795604706,0.319726824760437,0.3521570563316345,1.8962970347631545
414,rul-adapt/benchmark/okokwath,LatentAlignApproach,cbcdb2e7-5537-421f-8681-5a548f709b56,1,3,femto,cnn,transductive,0.09435760229825974,0.23144854605197904,0.33954325318336487,0.25921154022216797,0.24798250198364255,1.7363463389246088
415,rul-adapt/benchmark/mc6zaqvt,LatentAlignApproach,727d2146-e1c9-44af-bc3b-d90fb6840b23,1,2,femto,cnn,transductive,0.15177948772907257,0.1473584771156311,0.2860202193260193,0.29200121760368347,0.3131788969039917,1.6355460030691964
416,rul-adapt/benchmark/ve8vw515,LatentAlignApproach,cbcdb2e7-5537-421f-8681-5a548f709b56,1,3,femto,cnn,transductive,0.07656928896903992,0.2282887101173401,0.34622442722320557,0.2699788808822632,0.2720387279987335,1.6511947862033187
417,rul-adapt/benchmark/dx7n1zdp,LatentAlignApproach,727d2146-e1c9-44af-bc3b-d90fb6840b23,1,2,femto,cnn,transductive,0.15388788282871246,0.13743287324905396,0.2810831367969513,0.289319783449173,0.2825331687927246,1.7498927579985724
418,rul-adapt/benchmark/yqhajidf,LatentAlignApproach,727d2146-e1c9-44af-bc3b-d90fb6840b23,1,2,femto,cnn,transductive,0.1128893420100212,0.10493215918540956,0.2962161898612976,0.30732226371765137,0.30834177136421204,1.912769165906039
419,rul-adapt/benchmark/4w96g6wo,LatentAlignApproach,cbcdb2e7-5537-421f-8681-5a548f709b56,1,3,femto,cnn,transductive,0.019610922783613205,0.17125985026359558,0.33410534262657166,0.41203829646110535,0.2349793165922165,1.7178208033243816
420,rul-adapt/benchmark/57awxwvj,PseudoLabelsApproach,71949eec-cfde-45b1-bbe8-d791fb0d04d2,2,3,xjtu-sy,cnn,transductive,0.6124577522277832,0.15982584655284882,0.1929830014705658,0.1808030754327774,0.09123193472623824,4.511763941157948
421,rul-adapt/benchmark/x78ujzec,PseudoLabelsApproach,71949eec-cfde-45b1-bbe8-d791fb0d04d2,2,3,xjtu-sy,cnn,transductive,0.5200234651565552,0.2174537479877472,0.1873014271259308,0.18674536049365997,0.11695095896720886,4.50981000491551
422,rul-adapt/benchmark/yzwvlre5,PseudoLabelsApproach,71949eec-cfde-45b1-bbe8-d791fb0d04d2,2,3,xjtu-sy,cnn,transductive,0.6068856120109558,0.11452119052410126,0.23522968590259552,0.20555439591407776,0.09280114620923996,4.498918544162404
423,rul-adapt/benchmark/soc6puuf,PseudoLabelsApproach,71949eec-cfde-45b1-bbe8-d791fb0d04d2,2,3,xjtu-sy,cnn,transductive,0.4555632472038269,0.2068905383348465,0.1997947096824646,0.1948373168706894,0.11421646922826768,4.512162295254794
424,rul-adapt/benchmark/7jvklx92,PseudoLabelsApproach,71949eec-cfde-45b1-bbe8-d791fb0d04d2,2,3,xjtu-sy,cnn,transductive,0.6297399997711182,0.17004171013832092,0.2526295483112335,0.21286310255527496,0.10706659406423567,4.507298438445382
425,rul-adapt/benchmark/m9sasm2t,PseudoLabelsApproach,35206653-4877-4142-b018-1b2b52db8c96,3,1,xjtu-sy,cnn,transductive,0.4622929394245148,0.27104341983795166,0.28556978702545166,0.41282379627227783,0.26083582639694214,4.763811564445495
426,rul-adapt/benchmark/ef5ff26h,PseudoLabelsApproach,35206653-4877-4142-b018-1b2b52db8c96,3,1,xjtu-sy,cnn,transductive,0.2857024669647217,0.1189868301153183,0.2926022708415985,0.3468882739543915,0.2015165090560913,4.757869982719422
427,rul-adapt/benchmark/m2ul77qw,PseudoLabelsApproach,35206653-4877-4142-b018-1b2b52db8c96,3,1,xjtu-sy,cnn,transductive,0.150506392121315,0.5334476232528687,0.24983453750610352,0.2986502945423126,0.25103580951690674,4.758636883326939
428,rul-adapt/benchmark/gzs69hrw,PseudoLabelsApproach,35206653-4877-4142-b018-1b2b52db8c96,3,1,xjtu-sy,cnn,transductive,0.3703293204307556,0.4585520923137665,0.3094737231731415,0.3480745851993561,0.23438897728919983,4.7483656313512235
429,rul-adapt/benchmark/qdrsa8d5,PseudoLabelsApproach,35206653-4877-4142-b018-1b2b52db8c96,3,1,xjtu-sy,cnn,transductive,0.1050306111574173,0.26826968789100647,0.4558757245540619,0.35064640641212463,0.26034289598464966,4.761943662867827
430,rul-adapt/benchmark/6w25gy6t,PseudoLabelsApproach,b32bddf9-de01-4dbc-a59f-73296256e814,1,3,xjtu-sy,cnn,transductive,0.27374204993247986,0.15277676284313202,0.32083162665367126,0.6165788173675537,0.09982269257307053,4.182589826583862
431,rul-adapt/benchmark/v5396ybg,PseudoLabelsApproach,b32bddf9-de01-4dbc-a59f-73296256e814,1,3,xjtu-sy,cnn,transductive,0.4768928289413452,0.189664825797081,0.2908415198326111,0.33141472935676575,0.08172973245382309,4.189017162322998
432,rul-adapt/benchmark/9opy45x1,PseudoLabelsApproach,b32bddf9-de01-4dbc-a59f-73296256e814,1,3,xjtu-sy,cnn,transductive,0.4799908101558686,0.16157189011573792,0.3074055314064026,0.31465944647789,0.08739250153303146,4.189998820975974
433,rul-adapt/benchmark/t7vz4gcm,PseudoLabelsApproach,b32bddf9-de01-4dbc-a59f-73296256e814,1,3,xjtu-sy,cnn,transductive,0.46758419275283813,0.19991029798984528,0.294461727142334,0.22952544689178467,0.08482900261878967,4.173704771768479
434,rul-adapt/benchmark/bczm4uyr,PseudoLabelsApproach,b32bddf9-de01-4dbc-a59f-73296256e814,1,3,xjtu-sy,cnn,transductive,0.6592621803283691,0.31103217601776123,0.3626136183738709,0.4850577414035797,0.08550798892974854,4.190666262696429
435,rul-adapt/benchmark/4zzjn25b,PseudoLabelsApproach,88869dd6-059d-4c31-b648-8165f07d9c62,2,1,xjtu-sy,cnn,transductive,0.16329392790794373,0.026687592267990112,0.47719845175743103,0.31855615973472595,0.2562248110771179,0.8373493007991625
436,rul-adapt/benchmark/rdfduyru,PseudoLabelsApproach,88869dd6-059d-4c31-b648-8165f07d9c62,2,1,xjtu-sy,cnn,transductive,0.11586512625217438,0.024557530879974365,0.3951224386692047,0.3288390338420868,0.22917722165584564,0.8379196643829345
437,rul-adapt/benchmark/vbnup1f1,PseudoLabelsApproach,88869dd6-059d-4c31-b648-8165f07d9c62,2,1,xjtu-sy,cnn,transductive,0.09686844795942308,0.043415896594524384,0.449223518371582,0.32416191697120667,0.2518889605998993,0.8341817378997802
438,rul-adapt/benchmark/nn3ltq4u,PseudoLabelsApproach,88869dd6-059d-4c31-b648-8165f07d9c62,2,1,xjtu-sy,cnn,transductive,0.21214096248149872,0.03239929676055908,0.488366186618805,0.3182164132595062,0.22815021872520447,0.8377381607338235
439,rul-adapt/benchmark/f79qor15,PseudoLabelsApproach,88869dd6-059d-4c31-b648-8165f07d9c62,2,1,xjtu-sy,cnn,transductive,0.10150996595621108,0.01955919899046421,0.5405056476593018,0.3302095830440521,0.22771117091178897,0.8378766037168957
440,rul-adapt/benchmark/lducw800,PseudoLabelsApproach,9cc5aeea-23ee-43d6-8ade-f2afb2204669,3,2,xjtu-sy,cnn,transductive,0.5036596059799194,0.5017992258071899,0.24081596732139587,0.1461765319108963,0.1192414164543152,5.1346288067953925
441,rul-adapt/benchmark/u7r5djhj,PseudoLabelsApproach,9cc5aeea-23ee-43d6-8ade-f2afb2204669,3,2,xjtu-sy,cnn,transductive,0.4511931240558624,0.5556821823120117,0.23580990731716156,0.1836736649274826,0.13045859336853027,5.150471028827486
442,rul-adapt/benchmark/bejd1dke,PseudoLabelsApproach,9cc5aeea-23ee-43d6-8ade-f2afb2204669,3,2,xjtu-sy,cnn,transductive,0.4421142637729645,0.4822765588760376,0.25999659299850464,0.16520510613918304,0.13278651237487793,5.137720664342244
443,rul-adapt/benchmark/p37au1ig,PseudoLabelsApproach,9cc5aeea-23ee-43d6-8ade-f2afb2204669,3,2,xjtu-sy,cnn,transductive,0.28851792216300964,0.35718879103660583,0.37840303778648376,0.1853020042181015,0.1081128939986229,5.146511849902925
444,rul-adapt/benchmark/9bipa0fs,PseudoLabelsApproach,9cc5aeea-23ee-43d6-8ade-f2afb2204669,3,2,xjtu-sy,cnn,transductive,0.12107249349355698,0.020845916122198105,0.3592960834503174,0.3333592414855957,0.33010801672935486,5.088531815088713
445,rul-adapt/benchmark/rvzbab8z,PseudoLabelsApproach,b43cbf03-b263-4199-af7d-0ebe9d381db4,1,2,xjtu-sy,cnn,transductive,0.06775510311126709,0.3783079981803894,0.3726263046264648,0.3760472238063812,0.124131441116333,0.9000068068504333
446,rul-adapt/benchmark/qfvvxw7c,PseudoLabelsApproach,b43cbf03-b263-4199-af7d-0ebe9d381db4,1,2,xjtu-sy,cnn,transductive,0.06956605613231659,0.19895139336586,0.3320166766643524,0.33722352981567383,0.12856319546699524,0.9019253253936768
447,rul-adapt/benchmark/7sxua3e7,PseudoLabelsApproach,b43cbf03-b263-4199-af7d-0ebe9d381db4,1,2,xjtu-sy,cnn,transductive,0.09276459366083144,0.3639856278896332,0.33447977900505066,0.25795769691467285,0.11986362934112547,0.9071904228579614
448,rul-adapt/benchmark/r226qo87,PseudoLabelsApproach,b43cbf03-b263-4199-af7d-0ebe9d381db4,1,2,xjtu-sy,cnn,transductive,0.0720527321100235,0.278667688369751,0.34757566452026367,0.3275063633918762,0.12704220414161682,0.9007798194885254
449,rul-adapt/benchmark/enl8ba3j,PseudoLabelsApproach,b43cbf03-b263-4199-af7d-0ebe9d381db4,1,2,xjtu-sy,cnn,transductive,0.09282166510820387,0.25950518250465393,0.3165957033634186,0.274332731962204,0.13642774522304535,0.9086416562398275
450,rul-adapt/benchmark/ccmhcqzk,PseudoLabelsApproach,e2bda1c5-72e8-46f6-9c7b-bd18f7ca041b,2,3,femto,cnn,transductive,0.0450609065592289,0.17457136511802673,0.3430686593055725,0.3794238269329071,0.28571611642837524,0.26461185455322267
451,rul-adapt/benchmark/lqcq7jy0,PseudoLabelsApproach,e2bda1c5-72e8-46f6-9c7b-bd18f7ca041b,2,3,femto,cnn,transductive,0.04461449384689331,0.11563147604465485,0.3379562795162201,0.4250165820121765,0.30643346905708313,0.2632676362991333
452,rul-adapt/benchmark/7p9wor6n,PseudoLabelsApproach,e2bda1c5-72e8-46f6-9c7b-bd18f7ca041b,2,3,femto,cnn,transductive,0.05020973831415176,0.17699582874774933,0.366606742143631,0.299220472574234,0.32158422470092773,0.26298121845020966
453,rul-adapt/benchmark/vuz2vwet,PseudoLabelsApproach,e2bda1c5-72e8-46f6-9c7b-bd18f7ca041b,2,3,femto,cnn,transductive,0.12924529612064362,0.18429824709892273,0.3732577562332154,0.2627430558204651,0.4134027659893036,0.26268782615661623
454,rul-adapt/benchmark/d2gx0mzd,PseudoLabelsApproach,e2bda1c5-72e8-46f6-9c7b-bd18f7ca041b,2,3,femto,cnn,transductive,0.13174769282341003,0.23653797805309296,0.4353574812412262,0.23795709013938904,0.4192121922969818,0.2626955376731025
455,rul-adapt/benchmark/egnvmi5o,PseudoLabelsApproach,6580f33f-d80c-412a-bdc8-b5305c703640,3,1,femto,cnn,transductive,0.12716704607009888,0.04976041987538338,0.30376508831977844,0.2814772427082062,0.2090238332748413,0.43524641036987305
456,rul-adapt/benchmark/ei8ccefu,PseudoLabelsApproach,6580f33f-d80c-412a-bdc8-b5305c703640,3,1,femto,cnn,transductive,0.09023236483335496,0.06098570302128792,0.33441001176834106,0.33412405848503113,0.332743376493454,0.43135342390640924
457,rul-adapt/benchmark/txll454c,PseudoLabelsApproach,6580f33f-d80c-412a-bdc8-b5305c703640,3,1,femto,cnn,transductive,0.08547240495681763,0.056857310235500336,0.3499433398246765,0.34326356649398804,0.329520583152771,0.4325259146483048
458,rul-adapt/benchmark/zci3wbjt,PseudoLabelsApproach,6580f33f-d80c-412a-bdc8-b5305c703640,3,1,femto,cnn,transductive,0.49732667207717896,0.20161910355091095,0.2231673151254654,0.28503134846687317,0.1929755806922913,0.43622357136494405
459,rul-adapt/benchmark/rt6mvyej,PseudoLabelsApproach,6580f33f-d80c-412a-bdc8-b5305c703640,3,1,femto,cnn,transductive,0.11410554498434068,0.08511388301849365,0.2919958233833313,0.3174019157886505,0.3594672381877899,0.4333904902140299
460,rul-adapt/benchmark/wp0e7bo7,PseudoLabelsApproach,bd274f96-4ef1-410f-9901-a6b1d1446d0f,1,3,femto,cnn,transductive,0.1412743479013443,0.3053426444530487,0.2826004922389984,0.2400767207145691,0.3250505030155182,0.4661803462288596
461,rul-adapt/benchmark/wmd8gqm4,PseudoLabelsApproach,bd274f96-4ef1-410f-9901-a6b1d1446d0f,1,3,femto,cnn,transductive,0.055636558681726456,0.15379993617534635,0.2746061682701111,0.2403168678283691,0.2951350212097168,0.46575427055358887
462,rul-adapt/benchmark/qn6nhqi6,PseudoLabelsApproach,bd274f96-4ef1-410f-9901-a6b1d1446d0f,1,3,femto,cnn,transductive,0.04488258808851242,0.12804439663887024,0.287312775850296,0.25445792078971863,0.34258797764778137,0.4663982391357422
463,rul-adapt/benchmark/z48pz9ig,PseudoLabelsApproach,bd274f96-4ef1-410f-9901-a6b1d1446d0f,1,3,femto,cnn,transductive,0.13016584515571594,0.35650402307510376,0.2679259181022644,0.32076358795166016,0.2687964141368866,0.4659010934829712
464,rul-adapt/benchmark/fpioxaz9,PseudoLabelsApproach,bd274f96-4ef1-410f-9901-a6b1d1446d0f,1,3,femto,cnn,transductive,0.041897792369127274,0.06510626524686813,0.4155445992946625,0.44784945249557495,0.3084081709384918,0.4655985940586437
465,rul-adapt/benchmark/f55cx7qq,PseudoLabelsApproach,8134529d-3000-4586-ad42-85b8a8ed6362,2,1,femto,cnn,transductive,0.1389576941728592,0.1857927292585373,0.38377583026885986,0.31967321038246155,0.3840114176273346,0.5523413871896679
466,rul-adapt/benchmark/d4oad66i,PseudoLabelsApproach,8134529d-3000-4586-ad42-85b8a8ed6362,2,1,femto,cnn,transductive,0.17175593972206116,0.20295922458171844,0.4069939851760864,0.32754942774772644,0.40724673867225647,0.5549154054550898
