,path,approach,replication_group,source,target,dataset,backbone,adaption_mode,test/target/score/dataloader_idx_1,test/source/score/dataloader_idx_0,test/source/rmse/dataloader_idx_0,test/target/rmse/dataloader_idx_1,validation,epoch_time
0,rul-adapt/benchmark/86jegy2o,AdaRulApproach,0fd81fdf-df4f-4a56-9226-b50def6069c6,2,4,cmapss,cnn,60percent,13022.5126953125,7163.43896484375,26.6690673828125,29.69461250305176,28.138296127319336,4.071843528747559
1,rul-adapt/benchmark/wbtufafs,AdaRulApproach,0fd81fdf-df4f-4a56-9226-b50def6069c6,2,4,cmapss,cnn,60percent,34721.29296875,34259.78515625,30.063915252685547,36.42539596557617,32.92399215698242,3.5339121222496033
2,rul-adapt/benchmark/j6l7vokc,AdaRulApproach,56103325-ec31-4c85-95ff-3a0d2b9aaeab,2,3,cmapss,cnn,60percent,132031.71875,78290616.0,46.5819091796875,34.570594787597656,27.43355941772461,4.0528914630413055
3,rul-adapt/benchmark/lbso91hc,AdaRulApproach,0fd81fdf-df4f-4a56-9226-b50def6069c6,2,4,cmapss,cnn,60percent,20725.599609375,7570.3115234375,23.6302433013916,31.95391845703125,29.043495178222656,4.607529503958566
4,rul-adapt/benchmark/t43n3w5t,AdaRulApproach,56103325-ec31-4c85-95ff-3a0d2b9aaeab,2,3,cmapss,cnn,60percent,65101.671875,28268.91796875,41.22116470336914,43.18528366088867,43.17034530639648,3.814848320824759
5,rul-adapt/benchmark/2rkvw4tp,AdaRulApproach,0fd81fdf-df4f-4a56-9226-b50def6069c6,2,4,cmapss,cnn,60percent,45115.109375,29930.30859375,31.014238357543945,35.797969818115234,31.46533966064453,4.049801409244537
6,rul-adapt/benchmark/e7ds6i7a,AdaRulApproach,56103325-ec31-4c85-95ff-3a0d2b9aaeab,2,3,cmapss,cnn,60percent,11676.134765625,38374.56640625,32.126224517822266,29.88146591186523,28.042240142822266,4.131803404201161
7,rul-adapt/benchmark/y2hqs4lo,AdaRulApproach,0fd81fdf-df4f-4a56-9226-b50def6069c6,2,4,cmapss,cnn,60percent,326357.0,146499.03125,29.64469337463379,38.51942443847656,33.23842239379883,3.869764983654022
8,rul-adapt/benchmark/rbv2z34v,AdaRulApproach,98b5e98e-b795-44a1-a208-1050ff00ca14,1,2,cmapss,cnn,60percent,3914183.0,10998.646484375,34.35552978515625,42.69507598876953,44.129940032958984,2.718036691347758
9,rul-adapt/benchmark/dlj46u0q,AdaRulApproach,56103325-ec31-4c85-95ff-3a0d2b9aaeab,2,3,cmapss,cnn,60percent,19586.154296875,10946.49609375,26.475404739379883,39.4935188293457,34.78955841064453,4.448446141348945
10,rul-adapt/benchmark/uf4x9kpv,AdaRulApproach,0a5730fc-72eb-4a06-a463-49a05fd4afa9,2,1,cmapss,cnn,60percent,1609.54736328125,15866691.0,54.29365921020508,24.14822578430176,27.01086807250977,4.5228764827434835
11,rul-adapt/benchmark/wtahfjwd,AdaRulApproach,6a2bdde7-84d7-48d6-be8d-9a32e6b1ba68,3,2,cmapss,cnn,60percent,134549952.0,4944.49609375,40.554195404052734,57.376190185546875,56.37290954589844,3.1926471165248325
12,rul-adapt/benchmark/91r14810,AdaRulApproach,98b5e98e-b795-44a1-a208-1050ff00ca14,1,2,cmapss,cnn,60percent,161471856.0,373972.65625,59.11228942871094,57.655147552490234,58.13101577758789,2.660834789276123
13,rul-adapt/benchmark/8mhuqaon,AdaRulApproach,98b5e98e-b795-44a1-a208-1050ff00ca14,1,2,cmapss,cnn,60percent,224791344.0,276.9936218261719,13.62257194519043,55.178836822509766,54.53269958496094,2.0357677340507507
14,rul-adapt/benchmark/ugvueiuu,AdaRulApproach,6a2bdde7-84d7-48d6-be8d-9a32e6b1ba68,3,2,cmapss,cnn,60percent,171800.46875,1862.4461669921875,23.93743324279785,47.82661819458008,47.685028076171875,3.051044146219889
15,rul-adapt/benchmark/65tci4u4,AdaRulApproach,56103325-ec31-4c85-95ff-3a0d2b9aaeab,2,3,cmapss,cnn,60percent,122185.828125,25338.72265625,44.37839126586914,39.16712188720703,39.43334197998047,4.442332472120013
16,rul-adapt/benchmark/mxqfno63,AdaRulApproach,98b5e98e-b795-44a1-a208-1050ff00ca14,1,2,cmapss,cnn,60percent,225810.125,314.79461669921875,15.313841819763184,44.33736801147461,42.61163711547851,2.5509314060211183
17,rul-adapt/benchmark/dtf7kymt,AdaRulApproach,0a5730fc-72eb-4a06-a463-49a05fd4afa9,2,1,cmapss,cnn,60percent,2223.92236328125,471372.5625,43.35956954956055,24.27109718322754,25.616640090942383,4.485577236522328
18,rul-adapt/benchmark/cmif8gu7,AdaRulApproach,98b5e98e-b795-44a1-a208-1050ff00ca14,1,2,cmapss,cnn,60percent,43623.66796875,841.805908203125,22.16423225402832,43.596004486083984,44.04290390014648,2.84214531050788
19,rul-adapt/benchmark/7tsnpswi,AdaRulApproach,6a2bdde7-84d7-48d6-be8d-9a32e6b1ba68,3,2,cmapss,cnn,60percent,133053.96875,1866.593994140625,29.38485336303711,44.62312316894531,42.57057189941406,3.160934233665466
20,rul-adapt/benchmark/j7ofsgra,AdaRulApproach,0b8280e9-483a-4c69-830c-cd186f8885dc,3,1,cmapss,cnn,60percent,830271.75,498.45306396484375,20.402420043945312,42.77089309692383,41.15111541748047,2.502070109049479
21,rul-adapt/benchmark/tc45mda5,AdaRulApproach,351cfadf-00ca-4aa7-838b-1e3bed379c8c,1,3,cmapss,cnn,60percent,102945.65625,20920.66015625,42.24382019042969,34.4155158996582,25.603607177734375,2.042780113220215
22,rul-adapt/benchmark/t4q0ji6u,AdaRulApproach,0b8280e9-483a-4c69-830c-cd186f8885dc,3,1,cmapss,cnn,60percent,96598.5234375,1342.259033203125,21.723663330078125,36.900856018066406,34.55617904663086,2.223217453275408
23,rul-adapt/benchmark/godk835x,AdaRulApproach,0a5730fc-72eb-4a06-a463-49a05fd4afa9,2,1,cmapss,cnn,60percent,2910.02978515625,6636.919921875,32.00761032104492,28.33405876159668,30.562593460083008,4.435982684294383
24,rul-adapt/benchmark/1ydpjrgw,AdaRulApproach,6a2bdde7-84d7-48d6-be8d-9a32e6b1ba68,3,2,cmapss,cnn,60percent,2807200.75,900.1900024414062,20.892885208129883,48.19056701660156,46.835750579833984,3.1517280207739935
25,rul-adapt/benchmark/4gvcwv9i,AdaRulApproach,351cfadf-00ca-4aa7-838b-1e3bed379c8c,1,3,cmapss,cnn,60percent,17750.27734375,13518.44140625,35.803218841552734,35.07741928100586,29.80477523803711,2.2738568484783173
26,rul-adapt/benchmark/hjislz9k,AdaRulApproach,0b8280e9-483a-4c69-830c-cd186f8885dc,3,1,cmapss,cnn,60percent,5497.451171875,12648.9296875,28.483200073242188,29.293455123901367,30.601890563964844,2.439780842174183
27,rul-adapt/benchmark/znyk6fdn,AdaRulApproach,351cfadf-00ca-4aa7-838b-1e3bed379c8c,1,3,cmapss,cnn,60percent,9528.51953125,165097.703125,44.71868133544922,31.911256790161133,27.25919532775879,2.1931580213400035
28,rul-adapt/benchmark/rm01kg27,AdaRulApproach,6a2bdde7-84d7-48d6-be8d-9a32e6b1ba68,3,2,cmapss,cnn,60percent,89019.84375,259630.75,58.72826385498047,42.02927017211914,42.96553421020508,3.028323998818031
29,rul-adapt/benchmark/2wh35o14,AdaRulApproach,0a5730fc-72eb-4a06-a463-49a05fd4afa9,2,1,cmapss,cnn,60percent,2181.7734375,15245.3984375,34.9515266418457,24.52802085876465,25.333398818969727,4.573015506450947
30,rul-adapt/benchmark/eo6fb6m2,AdaRulApproach,351cfadf-00ca-4aa7-838b-1e3bed379c8c,1,3,cmapss,cnn,60percent,48755.4296875,14581.70703125,38.63677215576172,33.28561782836914,30.11649703979492,1.9829082012176513
31,rul-adapt/benchmark/8dtebtg2,AdaRulApproach,0b8280e9-483a-4c69-830c-cd186f8885dc,3,1,cmapss,cnn,60percent,11044.154296875,815.189453125,14.9769287109375,32.229671478271484,35.31655502319336,2.246136744817098
32,rul-adapt/benchmark/hwdy1xs5,AdaRulApproach,0a5730fc-72eb-4a06-a463-49a05fd4afa9,2,1,cmapss,cnn,60percent,7223002.5,9755.0947265625,33.941646575927734,60.19032287597656,68.70464324951172,4.0412609577178955
33,rul-adapt/benchmark/p594ymnj,AdaRulApproach,1bfe26be-48ca-41d2-9336-bb78d2e8fa55,3,4,cmapss,cnn,60percent,301539.375,35821.0703125,43.358394622802734,46.68776321411133,42.80010986328125,3.1042191452450223
34,rul-adapt/benchmark/zladp06n,AdaRulApproach,351cfadf-00ca-4aa7-838b-1e3bed379c8c,1,3,cmapss,cnn,60percent,77975.109375,561.1279296875,16.18877601623535,28.53065490722656,21.848461151123047,2.1761961633508857
35,rul-adapt/benchmark/yaow5cte,AdaRulApproach,0b8280e9-483a-4c69-830c-cd186f8885dc,3,1,cmapss,cnn,60percent,7193.5205078125,1615.62744140625,15.575407028198242,26.65433883666992,26.265796661376953,2.2985155365683814
36,rul-adapt/benchmark/rhl67fxf,AdaRulApproach,895a74ad-54e2-4c65-b0b5-2317090866e7,4,1,cmapss,cnn,60percent,3302.658203125,16926.6953125,30.691303253173828,30.460338592529297,35.37754821777344,5.225773274898529
37,rul-adapt/benchmark/fv0c8bsw,AdaRulApproach,1bfe26be-48ca-41d2-9336-bb78d2e8fa55,3,4,cmapss,cnn,60percent,181874.34375,13573.775390625,30.95807456970215,44.7349739074707,41.463829040527344,3.4075513447032257
38,rul-adapt/benchmark/amha7scb,AdaRulApproach,d21ba3ad-a3f4-456a-9fc0-5551b5c4b90d,4,3,cmapss,cnn,60percent,94886.6796875,104664416.0,57.988285064697266,36.3127555847168,29.61688995361328,5.0310737291971845
39,rul-adapt/benchmark/2uvauc8h,AdaRulApproach,72a71dd0-cbc9-46cf-a30a-a1bb48eaff47,4,2,cmapss,cnn,60percent,2184.2021484375,7265.50390625,31.375673294067383,22.462881088256836,23.691242218017575,4.888667643070221
40,rul-adapt/benchmark/vbaxql2v,AdaRulApproach,1bfe26be-48ca-41d2-9336-bb78d2e8fa55,3,4,cmapss,cnn,60percent,383267.34375,10619.40625,33.11382293701172,46.84944534301758,43.52521133422851,3.509179870287577
41,rul-adapt/benchmark/qjdb4vf6,AdaRulApproach,895a74ad-54e2-4c65-b0b5-2317090866e7,4,1,cmapss,cnn,60percent,3414.859375,62810.5859375,45.71788787841797,22.44627571105957,22.86652183532715,5.275091171264648
42,rul-adapt/benchmark/0r395587,AdaRulApproach,72a71dd0-cbc9-46cf-a30a-a1bb48eaff47,4,2,cmapss,cnn,60percent,2621.6416015625,4567.8212890625,27.52371406555176,22.549083709716797,24.285140991210938,4.968912422657013
43,rul-adapt/benchmark/kib7c1od,AdaRulApproach,d21ba3ad-a3f4-456a-9fc0-5551b5c4b90d,4,3,cmapss,cnn,60percent,37835.125,388457.6875,37.66962432861328,33.30497741699219,27.00958251953125,5.18790373802185
44,rul-adapt/benchmark/wl1y8clt,AdaRulApproach,1bfe26be-48ca-41d2-9336-bb78d2e8fa55,3,4,cmapss,cnn,60percent,268683.46875,82876.359375,47.16011047363281,45.843990325927734,42.69560241699219,3.384256887435913
45,rul-adapt/benchmark/9eaua8n4,AdaRulApproach,1bfe26be-48ca-41d2-9336-bb78d2e8fa55,3,4,cmapss,cnn,60percent,98116.5078125,34897.6015625,36.08395767211914,44.25163269042969,41.17585372924805,3.440084864111508
46,rul-adapt/benchmark/0gao71eb,AdaRulApproach,895a74ad-54e2-4c65-b0b5-2317090866e7,4,1,cmapss,cnn,60percent,788.7051391601562,6898.9013671875,27.179201126098633,18.391830444335938,21.700653076171875,5.46890310680165
47,rul-adapt/benchmark/32rrmgl3,AdaRulApproach,d21ba3ad-a3f4-456a-9fc0-5551b5c4b90d,4,3,cmapss,cnn,60percent,92679.2421875,84587.6015625,32.29972457885742,39.383941650390625,34.15029525756836,5.285787343978882
48,rul-adapt/benchmark/6c1ay8uy,AdaRulApproach,72a71dd0-cbc9-46cf-a30a-a1bb48eaff47,4,2,cmapss,cnn,60percent,2887.230712890625,6556.421875,31.555625915527344,24.17498779296875,26.022855758666992,4.824189126491547
49,rul-adapt/benchmark/izd82n53,AdaRulApproach,29220c9b-8247-4ac0-bf4d-365f7468ff78,1,4,cmapss,cnn,60percent,616363.5625,20933.70703125,42.827449798583984,46.61825180053711,43.771995544433594,3.2353614966074624
50,rul-adapt/benchmark/kczchp9k,AdaRulApproach,895a74ad-54e2-4c65-b0b5-2317090866e7,4,1,cmapss,cnn,60percent,6346.12109375,2315.20556640625,20.905712127685547,31.68491554260254,38.20501327514648,4.653107643127441
51,rul-adapt/benchmark/9777cc7a,AdaRulApproach,29220c9b-8247-4ac0-bf4d-365f7468ff78,1,4,cmapss,cnn,60percent,124938.9296875,6225.29248046875,35.1107177734375,45.08564376831055,41.78226089477539,3.121154761314392
52,rul-adapt/benchmark/u1hboyd5,AdaRulApproach,d21ba3ad-a3f4-456a-9fc0-5551b5c4b90d,4,3,cmapss,cnn,60percent,31999.96484375,25544.0859375,29.810592651367188,37.02434921264648,32.00661849975586,4.683046483993531
53,rul-adapt/benchmark/i25g296v,AdaRulApproach,72a71dd0-cbc9-46cf-a30a-a1bb48eaff47,4,2,cmapss,cnn,60percent,2193.371826171875,5021.7109375,29.818098068237305,21.674386978149418,23.470375061035156,4.859356045722961
54,rul-adapt/benchmark/gg9q1tg0,AdaRulApproach,29220c9b-8247-4ac0-bf4d-365f7468ff78,1,4,cmapss,cnn,60percent,137426.28125,30547.78515625,47.59260177612305,44.0658073425293,42.18162536621094,3.321637100643582
55,rul-adapt/benchmark/nujpz2gg,AdaRulApproach,29220c9b-8247-4ac0-bf4d-365f7468ff78,1,4,cmapss,cnn,60percent,739150.625,42140.6328125,46.356468200683594,48.92556381225586,44.952510833740234,2.6418947696685793
56,rul-adapt/benchmark/usm6jca5,AdaRulApproach,895a74ad-54e2-4c65-b0b5-2317090866e7,4,1,cmapss,cnn,60percent,27118.71875,24169.107421875,30.026689529418945,31.053245544433594,37.61118698120117,4.6779407773699075
57,rul-adapt/benchmark/a1f2s9rm,AdaRulApproach,72a71dd0-cbc9-46cf-a30a-a1bb48eaff47,4,2,cmapss,cnn,60percent,3423.095703125,3320.79931640625,26.134675979614254,21.17181968688965,23.214584350585938,4.713379263877869
58,rul-adapt/benchmark/054ry8qx,AdaRulApproach,d21ba3ad-a3f4-456a-9fc0-5551b5c4b90d,4,3,cmapss,cnn,60percent,24123.30078125,7545.890625,29.187877655029297,34.48656463623047,32.585838317871094,5.326860308647156
59,rul-adapt/benchmark/9yiny7o3,AdaRulApproach,29220c9b-8247-4ac0-bf4d-365f7468ff78,1,4,cmapss,cnn,60percent,99494.359375,44170.78125,44.69200897216797,45.10569763183594,44.175270080566406,3.283852219581604
60,rul-adapt/benchmark/g6o8ybvk,AdaRulApproach,b115817e-ff77-4e5e-95fd-ee40f81a7a48,3,1,xjtu-sy,cnn,transductive,0.1068110316991806,0.13693071901798248,1.3585253953933716,0.7091249227523804,0.3692336678504944,4.498583555221558
61,rul-adapt/benchmark/f7f250gm,AdaRulApproach,b115817e-ff77-4e5e-95fd-ee40f81a7a48,3,1,xjtu-sy,cnn,transductive,0.0534132644534111,0.029006432741880417,2.8217148780822754,0.5637642741203308,0.5356888175010681,4.966157615184784
62,rul-adapt/benchmark/rh3nxdkb,AdaRulApproach,8dcdff8c-5c9e-4c92-bfbd-7ae057ccf8dc,3,2,xjtu-sy,cnn,transductive,0.14809881150722504,0.1084420457482338,0.882839024066925,0.2349170744419098,0.19909483194351196,9.241878509521484
63,rul-adapt/benchmark/jp4dilms,AdaRulApproach,b115817e-ff77-4e5e-95fd-ee40f81a7a48,3,1,xjtu-sy,cnn,transductive,0.08103115111589432,0.0690019503235817,1.4754257202148438,0.4044093489646912,0.4140180051326752,8.35235846042633
64,rul-adapt/benchmark/e8apyy1b,AdaRulApproach,8dcdff8c-5c9e-4c92-bfbd-7ae057ccf8dc,3,2,xjtu-sy,cnn,transductive,0.015275904908776283,0.0257478691637516,2.911129951477051,1.5310620069503784,1.189100742340088,9.257289290428162
65,rul-adapt/benchmark/vqb98bt5,AdaRulApproach,b115817e-ff77-4e5e-95fd-ee40f81a7a48,3,1,xjtu-sy,cnn,transductive,0.196443110704422,0.13083593547344208,1.1892904043197632,0.5544815063476562,0.3738226592540741,6.813630282878876
66,rul-adapt/benchmark/gqsfwi99,AdaRulApproach,8dcdff8c-5c9e-4c92-bfbd-7ae057ccf8dc,3,2,xjtu-sy,cnn,transductive,0.13660423457622528,0.10507909208536148,0.515460729598999,0.235640287399292,0.16031169891357422,9.230550050735474
67,rul-adapt/benchmark/pc7zbnt0,AdaRulApproach,b115817e-ff77-4e5e-95fd-ee40f81a7a48,3,1,xjtu-sy,cnn,transductive,0.00501147611066699,0.012330535799264908,4.58477783203125,1.5142755508422852,1.3126468658447266,6.690203666687012
68,rul-adapt/benchmark/soqewa2d,AdaRulApproach,8dcdff8c-5c9e-4c92-bfbd-7ae057ccf8dc,3,2,xjtu-sy,cnn,transductive,0.1521473377943039,0.0012659315252676606,3.33236026763916,1.0813487768173218,1.289111852645874,9.117685437202454
69,rul-adapt/benchmark/ypcmchaa,AdaRulApproach,0a29a214-9aaf-404e-aa37-9b14053919a0,2,3,xjtu-sy,cnn,transductive,0.15460246801376343,0.1532924771308899,0.3233495354652405,0.45140182971954346,0.33432331681251526,6.161568462848663
70,rul-adapt/benchmark/2cil017y,AdaRulApproach,0a29a214-9aaf-404e-aa37-9b14053919a0,2,3,xjtu-sy,cnn,transductive,0.12028700858354568,0.09949377924203873,0.3059156835079193,0.4064371585845947,0.30736303329467773,6.751498341560364
71,rul-adapt/benchmark/8bocs0t8,AdaRulApproach,0a29a214-9aaf-404e-aa37-9b14053919a0,2,3,xjtu-sy,cnn,transductive,0.07889352738857269,0.12436754256486891,0.2997719645500183,0.2928834557533264,0.313836932182312,6.07130491733551
72,rul-adapt/benchmark/avvmbzo4,AdaRulApproach,0a29a214-9aaf-404e-aa37-9b14053919a0,2,3,xjtu-sy,cnn,transductive,0.19497735798358917,0.15826649963855743,0.30802813172340393,0.31858792901039124,0.3273218274116516,6.767252266407013
73,rul-adapt/benchmark/8damj4dz,AdaRulApproach,0a29a214-9aaf-404e-aa37-9b14053919a0,2,3,xjtu-sy,cnn,transductive,0.08811099082231522,0.10154680162668228,0.2618282437324524,0.27336812019348145,0.33067968487739563,6.19651472568512
74,rul-adapt/benchmark/u53odrjz,AdaRulApproach,0e198dbd-8548-46aa-a93c-ebad5cacee67,2,1,xjtu-sy,cnn,transductive,0.1944696456193924,0.07198838144540787,0.3313738703727722,0.3863448202610016,0.2074761986732483,2.006548225879669
75,rul-adapt/benchmark/071z5zdq,AdaRulApproach,8dcdff8c-5c9e-4c92-bfbd-7ae057ccf8dc,3,2,xjtu-sy,cnn,transductive,0.01285870373249054,0.014491580426692964,3.1142618656158447,1.4685488939285278,1.1125776767730713,6.8288853764534
76,rul-adapt/benchmark/ifhmsop6,AdaRulApproach,0e198dbd-8548-46aa-a93c-ebad5cacee67,2,1,xjtu-sy,cnn,transductive,0.19077220559120175,0.07875439524650574,0.2843252420425415,0.4017409086227417,0.293537437915802,1.5625276565551758
77,rul-adapt/benchmark/mnpvkwqe,AdaRulApproach,0e198dbd-8548-46aa-a93c-ebad5cacee67,2,1,xjtu-sy,cnn,transductive,0.19816361367702484,0.049080997705459595,0.35011738538742065,0.42156049609184265,0.27823641896247864,4.9480138421058655
78,rul-adapt/benchmark/mbhswsf8,AdaRulApproach,0e198dbd-8548-46aa-a93c-ebad5cacee67,2,1,xjtu-sy,cnn,transductive,0.17951054871082306,0.09037038683891296,0.33563676476478577,0.3744360506534576,0.23082947731018064,5.662116169929504
79,rul-adapt/benchmark/15fodm6b,AdaRulApproach,1f315d2a-7dad-4365-8382-9468a7ef5ff3,1,3,xjtu-sy,cnn,transductive,0.10948570817708968,0.1929151564836502,0.3423091471195221,0.28941595554351807,0.3477952778339386,1.0914136568705242
80,rul-adapt/benchmark/zhr5fc1w,AdaRulApproach,0e198dbd-8548-46aa-a93c-ebad5cacee67,2,1,xjtu-sy,cnn,transductive,0.1957496702671051,0.08213464915752411,0.30324751138687134,0.4066784381866455,0.2688548266887665,1.878166675567627
81,rul-adapt/benchmark/5ymrmogt,AdaRulApproach,1f315d2a-7dad-4365-8382-9468a7ef5ff3,1,3,xjtu-sy,cnn,transductive,0.10207580775022508,0.19316011667251587,0.4845663905143738,0.36295172572135925,0.3203878700733185,1.0848792394002278
82,rul-adapt/benchmark/qtjxk61v,AdaRulApproach,0c8f1776-8470-4eab-817b-158dd2136b59,1,2,xjtu-sy,cnn,transductive,0.09865890443325044,0.1976652592420578,0.46193867921829224,0.3375629782676697,0.12065786123275755,1.303688645362854
83,rul-adapt/benchmark/44auunho,AdaRulApproach,0c8f1776-8470-4eab-817b-158dd2136b59,1,2,xjtu-sy,cnn,transductive,0.06925372034311295,0.2023744285106659,0.3506646454334259,0.2820489704608917,0.17350129783153534,1.6888285279273987
84,rul-adapt/benchmark/oebncxbh,AdaRulApproach,1f315d2a-7dad-4365-8382-9468a7ef5ff3,1,3,xjtu-sy,cnn,transductive,0.10495937615633012,0.20209021866321564,0.38814157247543335,0.313369482755661,0.3169252872467041,1.3383659323056538
85,rul-adapt/benchmark/ebvc6i7z,AdaRulApproach,0c8f1776-8470-4eab-817b-158dd2136b59,1,2,xjtu-sy,cnn,transductive,0.09978104382753372,0.1993717849254608,0.47076883912086487,0.3565802276134491,0.1300232857465744,1.618087887763977
86,rul-adapt/benchmark/egjmvztz,AdaRulApproach,1f315d2a-7dad-4365-8382-9468a7ef5ff3,1,3,xjtu-sy,cnn,transductive,2.3590124328620732e-05,0.18073584139347076,0.5026721954345703,0.5983288884162903,0.65778648853302,1.1519533395767212
87,rul-adapt/benchmark/na88zv69,AdaRulApproach,0c8f1776-8470-4eab-817b-158dd2136b59,1,2,xjtu-sy,cnn,transductive,0.1098555624485016,0.21030649542808533,0.440483033657074,0.3544144034385681,0.16433997452259064,1.3014049530029297
88,rul-adapt/benchmark/o4v4w2f9,AdaRulApproach,1f315d2a-7dad-4365-8382-9468a7ef5ff3,1,3,xjtu-sy,cnn,transductive,0.1395464390516281,0.09781263768672945,0.6585198640823364,0.9365426301956176,0.2916257679462433,1.5730836656358507
89,rul-adapt/benchmark/pujufl8w,AdaRulApproach,0c8f1776-8470-4eab-817b-158dd2136b59,1,2,xjtu-sy,cnn,transductive,0.0645354762673378,0.16447708010673523,0.5175157189369202,0.3631923794746399,0.1251332014799118,1.3070955872535706
90,rul-adapt/benchmark/weywortx,AdaRulApproach,c12268e4-3fc2-4b1a-bc6b-68f7e57eca31,3,2,femto,cnn,transductive,0.22670140862464905,0.0365208312869072,0.5462203025817871,0.29420775175094604,0.272430956363678,0.6480022072792053
91,rul-adapt/benchmark/7g348dc6,AdaRulApproach,b5840cc3-2680-4b68-8a0c-b124aae1ac81,2,3,femto,cnn,transductive,0.17084939777851105,0.19042782485485077,0.34568163752555847,0.4903866648674011,0.3681732416152954,2.2617547512054443
92,rul-adapt/benchmark/c3z6v2dl,AdaRulApproach,c12268e4-3fc2-4b1a-bc6b-68f7e57eca31,3,2,femto,cnn,transductive,0.2075268179178238,0.02468964457511902,0.552183210849762,0.28374382853507996,0.3021812438964844,1.3053500056266785
93,rul-adapt/benchmark/k32e8uyx,AdaRulApproach,b5840cc3-2680-4b68-8a0c-b124aae1ac81,2,3,femto,cnn,transductive,0.15822461247444153,0.16225124895572662,0.3033415675163269,0.4778366684913635,0.3303229808807373,2.0903033018112183
94,rul-adapt/benchmark/ht5tcdk3,AdaRulApproach,c12268e4-3fc2-4b1a-bc6b-68f7e57eca31,3,2,femto,cnn,transductive,0.16244859993457794,1.23991378586652e-06,0.5500200390815735,0.25489017367362976,0.32370588183403015,0.6521862745285034
95,rul-adapt/benchmark/0crhl1k6,AdaRulApproach,b5840cc3-2680-4b68-8a0c-b124aae1ac81,2,3,femto,cnn,transductive,0.17571859061717987,0.2095622718334198,0.3821888267993927,0.5839634537696838,0.4177095592021942,1.2184761762619019
96,rul-adapt/benchmark/69yiqmd0,AdaRulApproach,c12268e4-3fc2-4b1a-bc6b-68f7e57eca31,3,2,femto,cnn,transductive,0.16426914930343628,4.4462862547334225e-07,0.5948929786682129,0.2655283212661743,0.3297375738620758,0.6671902537345886
97,rul-adapt/benchmark/xi664kpc,AdaRulApproach,b5840cc3-2680-4b68-8a0c-b124aae1ac81,2,3,femto,cnn,transductive,0.15768514573574066,0.1531006246805191,0.2952173054218292,0.4480841457843781,0.313909113407135,1.197059452533722
98,rul-adapt/benchmark/jy47dwyg,AdaRulApproach,c12268e4-3fc2-4b1a-bc6b-68f7e57eca31,3,2,femto,cnn,transductive,0.200209841132164,0.018689125776290897,0.5780567526817322,0.2740090489387512,0.25045573711395264,0.6549779176712036
99,rul-adapt/benchmark/d9gwmioz,AdaRulApproach,b5840cc3-2680-4b68-8a0c-b124aae1ac81,2,3,femto,cnn,transductive,0.1681498885154724,0.1722303032875061,0.3129425346851349,0.4043721854686737,0.3245256841182709,1.1815890669822693
100,rul-adapt/benchmark/0zqsw4sb,AdaRulApproach,35398557-4f67-4c33-afc3-0ac5c0abfde2,3,1,femto,cnn,transductive,0.02416904643177986,0.004540632478892803,0.5809856057167053,0.49141401052474976,0.453254371881485,1.0210984349250793
101,rul-adapt/benchmark/yck6r23z,AdaRulApproach,ba0516c2-5a23-4fd8-96bc-e0bc1532b244,2,1,femto,cnn,transductive,0.10540003329515456,0.11662285774946211,0.3006351888179779,0.38911768794059753,0.33975979685783386,1.6100813746452332
102,rul-adapt/benchmark/imszsbcj,AdaRulApproach,35398557-4f67-4c33-afc3-0ac5c0abfde2,3,1,femto,cnn,transductive,0.047016385942697525,0.0029270383529365063,0.5147757530212402,0.42871344089508057,0.35506755113601685,0.9908578991889954
103,rul-adapt/benchmark/u7jsddzy,AdaRulApproach,ba0516c2-5a23-4fd8-96bc-e0bc1532b244,2,1,femto,cnn,transductive,0.2085700482130051,0.2091628909111023,0.39181873202323914,1.3394783735275269,0.8893579840660095,1.9765962362289429
104,rul-adapt/benchmark/29aql3ea,AdaRulApproach,35398557-4f67-4c33-afc3-0ac5c0abfde2,3,1,femto,cnn,transductive,0.07319049537181854,0.013738605193793774,0.5056544542312622,0.366873174905777,0.3790498971939087,1.0206909775733948
105,rul-adapt/benchmark/y9224r4x,AdaRulApproach,ba0516c2-5a23-4fd8-96bc-e0bc1532b244,2,1,femto,cnn,transductive,0.21925316751003265,0.2259582877159119,0.4304044842720032,0.8054907321929932,0.6536338329315186,2.0210474729537964
106,rul-adapt/benchmark/jyws2xd5,AdaRulApproach,ba0516c2-5a23-4fd8-96bc-e0bc1532b244,2,1,femto,cnn,transductive,0.21342022716999057,0.21742145717144012,0.40909576416015625,0.8188943266868591,0.6454129815101624,1.7186462879180908
107,rul-adapt/benchmark/icuq1fl1,AdaRulApproach,35398557-4f67-4c33-afc3-0ac5c0abfde2,3,1,femto,cnn,transductive,0.036733999848365784,0.002848928328603506,0.558555006980896,0.44378918409347534,0.33440303802490234,0.972521960735321
108,rul-adapt/benchmark/5ah2z7po,AdaRulApproach,ba0516c2-5a23-4fd8-96bc-e0bc1532b244,2,1,femto,cnn,transductive,0.17627675831317902,0.18193882703781128,0.3284599483013153,0.8839046955108643,0.6429377198219299,1.3912999629974365
109,rul-adapt/benchmark/ltnomiz1,AdaRulApproach,35398557-4f67-4c33-afc3-0ac5c0abfde2,3,1,femto,cnn,transductive,0.06532354652881622,0.03583017364144325,0.4693115949630738,0.38160017132759094,0.30749884247779846,0.6988992691040039
