,path,approach,replication_group,source,target,dataset,backbone,adaption_mode,test/source/rmse/dataloader_idx_0,test/source/score/dataloader_idx_0,test/target/score/dataloader_idx_1,test/target/rmse/dataloader_idx_1,validation,epoch_time
871,rul-adapt/benchmark/7xfws95d,PseudoLabelsApproach,b069cb75-d2f7-4053-b4cd-e1c2801277dc,3,2,cmapss,cnn,60percent,13.961302757263184,400.626953125,24866.046875,29.226354598999023,29.06804847717285,5.2451336198038865
872,rul-adapt/benchmark/eufed6na,PseudoLabelsApproach,e9be85a9-5239-4973-9671-32edb3cf889e,3,1,cmapss,cnn,60percent,13.60447883605957,419.2586059570313,10354.33984375,30.81262969970703,26.77885055541992,3.2784997395106723
873,rul-adapt/benchmark/dyj6xoh4,PseudoLabelsApproach,d317fb13-b3fb-457e-a78b-92e2da284207,3,4,cmapss,cnn,60percent,14.744504928588867,752.2259521484375,126080.546875,40.49065399169922,34.37644577026367,5.870374149746365
874,rul-adapt/benchmark/xkniztlf,PseudoLabelsApproach,ce384a85-70b0-44a7-ae8c-d568c42ff339,2,1,cmapss,cnn,60percent,17.623197555541992,1122.131103515625,45211.10546875,32.02212905883789,26.08515739440918,6.070878766831898
875,rul-adapt/benchmark/xhgnfrq0,PseudoLabelsApproach,11998988-5457-4388-9a2f-ca01f6998900,2,3,cmapss,cnn,60percent,16.424257278442383,1221.1075439453125,9514.0703125,36.89381408691406,30.364784240722656,6.176160132884979
876,rul-adapt/benchmark/jp4rioh5,PseudoLabelsApproach,59fa9689-df96-463e-92c5-851103b8e5bd,4,1,cmapss,cnn,60percent,19.46807098388672,2562.6630859375,1130.2236328125,22.56685447692871,24.73046112060547,5.605850388926845
877,rul-adapt/benchmark/u0qgskrb,PseudoLabelsApproach,7fbe6c72-29f8-4652-915c-8371d3480ec4,1,2,cmapss,cnn,60percent,13.58935546875,318.1172790527344,5553.1611328125,25.733142852783203,27.227800369262695,4.943554326741382
878,rul-adapt/benchmark/62vjv70b,PseudoLabelsApproach,e9be85a9-5239-4973-9671-32edb3cf889e,3,1,cmapss,cnn,60percent,13.29370403289795,417.0271606445313,67688.015625,41.59242248535156,36.03372573852539,3.3309849452972413
879,rul-adapt/benchmark/ig7zx0f8,PseudoLabelsApproach,832790b9-dc31-49f6-a69c-9f2ace82ac91,1,3,cmapss,cnn,60percent,13.636414527893066,295.5808410644531,1365.7431640625,28.17375373840332,29.939308166503903,3.3276820540428163
880,rul-adapt/benchmark/uba4mvjg,PseudoLabelsApproach,82af5690-1685-40a8-82f6-5cfbfd00d472,1,4,cmapss,cnn,60percent,15.17115592956543,443.4925842285156,48407.4609375,36.13565826416016,30.26453971862793,5.476813350405012
881,rul-adapt/benchmark/kj44dohq,PseudoLabelsApproach,d317fb13-b3fb-457e-a78b-92e2da284207,3,4,cmapss,cnn,60percent,13.835841178894045,477.44287109375,122389.578125,42.835453033447266,36.75774383544922,5.9208231160515234
882,rul-adapt/benchmark/d7n2gyxa,PseudoLabelsApproach,832790b9-dc31-49f6-a69c-9f2ace82ac91,1,3,cmapss,cnn,60percent,14.9684419631958,356.5220947265625,1511.322509765625,28.25360870361328,33.07628631591797,3.465702486038208
883,rul-adapt/benchmark/frngmwch,PseudoLabelsApproach,4aeb0c10-38c9-40cc-bbf7-0e934fc9de95,4,2,cmapss,cnn,60percent,19.206945419311523,3010.10009765625,20667.083984375,29.27644920349121,30.649856567382812,9.721876416887556
884,rul-adapt/benchmark/igep89cu,PseudoLabelsApproach,b069cb75-d2f7-4053-b4cd-e1c2801277dc,3,2,cmapss,cnn,60percent,13.348895072937012,338.048828125,51642.1640625,33.18474578857422,30.7574405670166,5.442810308502381
885,rul-adapt/benchmark/siw0em6y,PseudoLabelsApproach,482cd66d-c3e2-41bc-8c10-45cb557a742b,4,3,cmapss,cnn,60percent,20.605920791625977,4313.658203125,12738.859375,35.16930389404297,27.523378372192383,6.8623362421989444
886,rul-adapt/benchmark/0gwcf4nh,PseudoLabelsApproach,11998988-5457-4388-9a2f-ca01f6998900,2,3,cmapss,cnn,60percent,17.331958770751953,1115.8062744140625,7460.58984375,36.533145904541016,32.972015380859375,6.167455196380615
887,rul-adapt/benchmark/h6rf0x8x,PseudoLabelsApproach,832790b9-dc31-49f6-a69c-9f2ace82ac91,1,3,cmapss,cnn,60percent,13.972079277038574,371.57470703125,1052.7037353515625,26.0690860748291,24.931377410888672,3.2933379241398404
888,rul-adapt/benchmark/at6x7e54,PseudoLabelsApproach,1af86bb4-afc7-4348-ab4f-bd81457b7f53,2,4,cmapss,cnn,60percent,16.931623458862305,1514.005859375,24562.09765625,30.976696014404297,26.69525718688965,8.429752090242173
889,rul-adapt/benchmark/4njlypmn,PseudoLabelsApproach,e9be85a9-5239-4973-9671-32edb3cf889e,3,1,cmapss,cnn,60percent,13.612444877624512,515.3175048828125,2778.148681640625,23.75949478149414,19.95981216430664,3.4871962224283526
890,rul-adapt/benchmark/y4eteapz,PseudoLabelsApproach,7fbe6c72-29f8-4652-915c-8371d3480ec4,1,2,cmapss,cnn,60percent,14.356729507446287,290.59185791015625,7921.314453125,31.099180221557617,31.081634521484375,4.996775223928339
891,rul-adapt/benchmark/idvy7sk7,PseudoLabelsApproach,ce384a85-70b0-44a7-ae8c-d568c42ff339,2,1,cmapss,cnn,60percent,17.11095428466797,1280.438232421875,6870.2861328125,26.433076858520508,26.72471046447754,6.142976987929571
892,rul-adapt/benchmark/u1sj559w,PseudoLabelsApproach,59fa9689-df96-463e-92c5-851103b8e5bd,4,1,cmapss,cnn,60percent,19.927534103393555,3130.25390625,2980.458740234375,30.792072296142575,34.73508834838867,5.64613536271182
893,rul-adapt/benchmark/0fxenfxv,PseudoLabelsApproach,832790b9-dc31-49f6-a69c-9f2ace82ac91,1,3,cmapss,cnn,60percent,14.498004913330078,434.8553466796875,1330.381591796875,28.846485137939453,28.331613540649418,3.307096011498395
894,rul-adapt/benchmark/kiqi09us,PseudoLabelsApproach,e9be85a9-5239-4973-9671-32edb3cf889e,3,1,cmapss,cnn,60percent,13.833941459655762,485.5304565429687,9469.314453125,30.720951080322266,24.789016723632812,3.4882190420820907
895,rul-adapt/benchmark/ps1n7z7n,PseudoLabelsApproach,b069cb75-d2f7-4053-b4cd-e1c2801277dc,3,2,cmapss,cnn,60percent,13.051563262939451,290.33660888671875,140253.0625,44.43761444091797,40.215858459472656,5.655776798725128
896,rul-adapt/benchmark/1430yhic,PseudoLabelsApproach,d317fb13-b3fb-457e-a78b-92e2da284207,3,4,cmapss,cnn,60percent,13.939512252807615,418.0974426269531,103791.5703125,41.089378356933594,35.21275329589844,5.913440108299255
897,rul-adapt/benchmark/w9elm52l,PseudoLabelsApproach,82af5690-1685-40a8-82f6-5cfbfd00d472,1,4,cmapss,cnn,60percent,14.071616172790527,333.78546142578125,10281.203125,30.956602096557617,28.853317260742188,5.46249660578641
898,rul-adapt/benchmark/vm2d4a79,PseudoLabelsApproach,7fbe6c72-29f8-4652-915c-8371d3480ec4,1,2,cmapss,cnn,60percent,14.751872062683104,520.6888427734375,7037.7783203125,35.16550064086914,36.33843231201172,4.94650092124939
899,rul-adapt/benchmark/bgdh9uyn,PseudoLabelsApproach,832790b9-dc31-49f6-a69c-9f2ace82ac91,1,3,cmapss,cnn,60percent,14.891680717468262,510.6179809570313,964.814208984375,24.6737003326416,25.730934143066406,3.3053544109517876
900,rul-adapt/benchmark/dao9cuvy,MmdApproach,1428917c-9f3e-44b5-afe8-03d2f12faf54,4,2,cmapss,cnn,60percent,19.06086540222168,1814.8232421875,6622.5341796875,24.42057991027832,25.77682113647461,9.36028852313757
901,rul-adapt/benchmark/qtzhl2iw,MmdApproach,451a1091-bf95-427e-a52d-bc750b8ebf5b,2,1,cmapss,cnn,60percent,18.44586753845215,1974.0054931640625,30537.056640625,34.83656692504883,38.982696533203125,7.558596163988113
902,rul-adapt/benchmark/f6v1tgpk,MmdApproach,1428917c-9f3e-44b5-afe8-03d2f12faf54,4,2,cmapss,cnn,60percent,19.90724754333496,2944.456787109375,6267.73193359375,22.87959861755371,24.40408515930176,9.695908254590528
903,rul-adapt/benchmark/d5gv7wgd,MmdApproach,451a1091-bf95-427e-a52d-bc750b8ebf5b,2,1,cmapss,cnn,60percent,16.515235900878906,1343.1275634765625,6753.72802734375,31.76068687438965,36.89742660522461,7.883313991806724
904,rul-adapt/benchmark/vid1523d,MmdApproach,cc4e6e60-ca5c-4dfe-a44c-ea99b48894fb,2,3,cmapss,cnn,60percent,16.60183334350586,1729.167724609375,24367.275390625,41.417720794677734,35.402713775634766,8.045459705591202
905,rul-adapt/benchmark/ld1kkzr3,MmdApproach,ea03a6ff-bf83-4d74-93f2-30da2c108a76,4,3,cmapss,cnn,60percent,27.29702377319336,13258.265625,556246.0625,48.87892532348633,40.8303108215332,10.091131510941878
906,rul-adapt/benchmark/tnik38x4,MmdApproach,cc4e6e60-ca5c-4dfe-a44c-ea99b48894fb,2,3,cmapss,cnn,60percent,19.07234764099121,1512.580078125,19375776.0,47.47110366821289,47.6870002746582,8.341314324965843
907,rul-adapt/benchmark/t74tzl9x,MmdApproach,769cb18d-bb7c-4261-9eba-ecde3c613e5b,2,4,cmapss,cnn,60percent,17.71426773071289,2050.229248046875,31280.697265625,39.25202941894531,38.333011627197266,8.556507744440218
908,rul-adapt/benchmark/uehcl7tc,MmdApproach,1428917c-9f3e-44b5-afe8-03d2f12faf54,4,2,cmapss,cnn,60percent,17.72966957092285,1471.388671875,2753.72265625,20.338109970092773,22.53843879699707,9.789253434138512
909,rul-adapt/benchmark/87ewqvq1,MmdApproach,ea03a6ff-bf83-4d74-93f2-30da2c108a76,4,3,cmapss,cnn,60percent,26.579221725463867,8831.6865234375,2733408.75,52.80191802978515,43.5718994140625,10.009571850299835
910,rul-adapt/benchmark/umsv526t,MmdApproach,5b7602bb-34b6-4034-85da-a46a946478a0,4,1,cmapss,cnn,60percent,25.14940071105957,9046.115234375,3552.3974609375,27.318918228149418,33.54852294921875,9.969158671118997
911,rul-adapt/benchmark/3xfn8daf,MmdApproach,451a1091-bf95-427e-a52d-bc750b8ebf5b,2,1,cmapss,cnn,60percent,16.525115966796875,1477.1143798828125,9119.095703125,32.438777923583984,37.26654052734375,8.354957352221852
912,rul-adapt/benchmark/x8us3rvw,MmdApproach,769cb18d-bb7c-4261-9eba-ecde3c613e5b,2,4,cmapss,cnn,60percent,19.881311416625977,3343.626953125,27531.029296875,36.325984954833984,35.59235763549805,8.994418700536093
913,rul-adapt/benchmark/0wshlmc9,MmdApproach,5b7602bb-34b6-4034-85da-a46a946478a0,4,1,cmapss,cnn,60percent,23.645437240600582,5342.9267578125,3465.82177734375,26.9610595703125,34.59034729003906,10.31110237121582
914,rul-adapt/benchmark/05m9je55,MmdApproach,cc4e6e60-ca5c-4dfe-a44c-ea99b48894fb,2,3,cmapss,cnn,60percent,17.04184913635254,1984.96826171875,15100.5595703125,37.62628936767578,35.452857971191406,8.657575589769026
915,rul-adapt/benchmark/fohgcql6,MmdApproach,1428917c-9f3e-44b5-afe8-03d2f12faf54,4,2,cmapss,cnn,60percent,25.550369262695312,96670.84375,17866.212890625,24.57698631286621,23.29828834533691,10.604876418908438
916,rul-adapt/benchmark/j74gnf6q,MmdApproach,769cb18d-bb7c-4261-9eba-ecde3c613e5b,2,4,cmapss,cnn,60percent,18.999582290649418,2641.264404296875,21792.921875,35.16214370727539,34.51914978027344,8.723416265319376
917,rul-adapt/benchmark/p6wd27qy,MmdApproach,5b7602bb-34b6-4034-85da-a46a946478a0,4,1,cmapss,cnn,60percent,24.737586975097656,7470.7646484375,3324.068603515625,26.01699447631836,31.95576286315918,10.157732228438059
918,rul-adapt/benchmark/izsrylrx,MmdApproach,ea03a6ff-bf83-4d74-93f2-30da2c108a76,4,3,cmapss,cnn,60percent,20.998443603515625,5742.8759765625,57171.79296875,45.593482971191406,41.271461486816406,10.254592028531162
919,rul-adapt/benchmark/00e0l5ta,MmdApproach,451a1091-bf95-427e-a52d-bc750b8ebf5b,2,1,cmapss,cnn,60percent,17.35824203491211,1780.218017578125,11346.255859375,38.312957763671875,39.49262237548828,8.465278041362762
920,rul-adapt/benchmark/mnbe7zrq,MmdApproach,769cb18d-bb7c-4261-9eba-ecde3c613e5b,2,4,cmapss,cnn,60percent,18.515640258789062,1845.4036865234375,15414.79296875,35.082054138183594,36.16471099853515,8.823094240824382
921,rul-adapt/benchmark/n27u45tl,MmdApproach,029e04c5-068c-4471-848d-935b9d900a0d,3,1,cmapss,cnn,60percent,19.783470153808594,1835.07275390625,1693.7840576171875,22.33677101135254,22.35148811340332,4.413051514398484
922,rul-adapt/benchmark/8kyrca4q,MmdApproach,cc4e6e60-ca5c-4dfe-a44c-ea99b48894fb,2,3,cmapss,cnn,60percent,16.20295524597168,1615.177490234375,16526.04296875,43.66847610473633,40.640289306640625,8.530487370491027
923,rul-adapt/benchmark/gnbk9cl1,MmdApproach,ea03a6ff-bf83-4d74-93f2-30da2c108a76,4,3,cmapss,cnn,60percent,24.486326217651367,4018.4306640625,479307.8125,48.47528076171875,40.281795501708984,10.72046560049057
924,rul-adapt/benchmark/x7zbwwov,MmdApproach,66f56810-76d0-4dde-9948-d1176db3cfa0,3,4,cmapss,cnn,60percent,22.41367530822754,3346.82421875,465548.5,47.54973602294922,42.25648498535156,4.950729548931122
925,rul-adapt/benchmark/gjra9bae,MmdApproach,06775fec-0f6c-4bfe-945c-fad5a6f754b2,1,3,cmapss,cnn,60percent,22.244619369506836,2868.195556640625,3373.75146484375,30.99573516845703,29.88286018371582,4.072372114658355
926,rul-adapt/benchmark/0xn2iyfd,MmdApproach,029e04c5-068c-4471-848d-935b9d900a0d,3,1,cmapss,cnn,60percent,19.848989486694336,2302.545654296875,2473.13037109375,23.339555740356445,23.730602264404297,5.650888227281117
927,rul-adapt/benchmark/wuteyydm,MmdApproach,71688320-67b5-4947-a258-eff107aca846,3,2,cmapss,cnn,60percent,22.772403717041016,3517.606201171875,337163.53125,46.752803802490234,44.3195915222168,4.585729742050171
928,rul-adapt/benchmark/zyzan3bb,MmdApproach,463c252a-ceee-4c83-a797-a8611bd70a78,1,4,cmapss,cnn,60percent,23.22010040283203,2521.2060546875,188604.734375,45.1424560546875,41.560516357421875,4.324060428142547
929,rul-adapt/benchmark/ppcy4yph,MmdApproach,06775fec-0f6c-4bfe-945c-fad5a6f754b2,1,3,cmapss,cnn,60percent,20.78093910217285,2230.145263671875,9588.962890625,39.16475296020508,36.34286880493164,3.939009404182434
930,rul-adapt/benchmark/h0b1rrje,MmdApproach,0d02b66a-586c-43c2-9dca-29a1b23baa0c,1,2,cmapss,cnn,60percent,23.332115173339844,2662.718505859375,119171.2734375,44.1093864440918,41.99185562133789,3.921695375442505
931,rul-adapt/benchmark/4vfj9kc2,MmdApproach,66f56810-76d0-4dde-9948-d1176db3cfa0,3,4,cmapss,cnn,60percent,21.311059951782227,2372.848388671875,1435544.25,48.926231384277344,44.659542083740234,5.181291421254476
932,rul-adapt/benchmark/nffkc82l,MmdApproach,71688320-67b5-4947-a258-eff107aca846,3,2,cmapss,cnn,60percent,22.364093780517575,3146.70068359375,632168.125,48.14834976196289,45.836883544921875,4.694530510902405
933,rul-adapt/benchmark/39ju8blw,MmdApproach,029e04c5-068c-4471-848d-935b9d900a0d,3,1,cmapss,cnn,60percent,19.47626495361328,2226.521484375,1853.467529296875,22.513168334960938,22.71622085571289,6.071535939262027
934,rul-adapt/benchmark/9hxzygkn,MmdApproach,463c252a-ceee-4c83-a797-a8611bd70a78,1,4,cmapss,cnn,60percent,24.15155792236328,2831.41796875,226790.84375,45.969966888427734,40.73326873779297,4.436502814292908
935,rul-adapt/benchmark/u6ycgnu9,MmdApproach,0d02b66a-586c-43c2-9dca-29a1b23baa0c,1,2,cmapss,cnn,60percent,22.26848602294922,1921.994384765625,209145.65625,44.68232727050781,43.840049743652344,3.8755869388580324
936,rul-adapt/benchmark/cua6xyfc,MmdApproach,5b7602bb-34b6-4034-85da-a46a946478a0,4,1,cmapss,cnn,60percent,18.984819412231445,1923.4971923828125,6149.08154296875,29.514991760253903,33.675445556640625,11.2364813041687
937,rul-adapt/benchmark/8m327une,MmdApproach,66f56810-76d0-4dde-9948-d1176db3cfa0,3,4,cmapss,cnn,60percent,23.9860782623291,5880.10546875,359325.75,46.90351867675781,41.51871109008789,5.220319306850433
938,rul-adapt/benchmark/5b6eyymt,MmdApproach,71688320-67b5-4947-a258-eff107aca846,3,2,cmapss,cnn,60percent,22.839866638183594,3342.519287109375,506449.65625,47.6607551574707,45.2216682434082,4.983264636993408
939,rul-adapt/benchmark/ltm9djvn,MmdApproach,463c252a-ceee-4c83-a797-a8611bd70a78,1,4,cmapss,cnn,60percent,21.58367156982422,3435.5322265625,686416.3125,47.51370620727539,44.12828826904297,4.289856218156361
940,rul-adapt/benchmark/cvliensc,MmdApproach,06775fec-0f6c-4bfe-945c-fad5a6f754b2,1,3,cmapss,cnn,60percent,13.922362327575684,367.9189758300781,5527.08984375,35.68777847290039,32.58797073364258,4.025751233100891
941,rul-adapt/benchmark/c9dbs715,MmdApproach,0d02b66a-586c-43c2-9dca-29a1b23baa0c,1,2,cmapss,cnn,60percent,23.163543701171875,2450.46240234375,328272.25,45.80343246459961,44.801761627197266,4.05159684419632
942,rul-adapt/benchmark/2q4rcn3p,MmdApproach,029e04c5-068c-4471-848d-935b9d900a0d,3,1,cmapss,cnn,60percent,18.294939041137695,1327.03466796875,1740.8974609375,21.998231887817383,22.838014602661133,5.81596116792588
943,rul-adapt/benchmark/o8pm89nh,MmdApproach,66f56810-76d0-4dde-9948-d1176db3cfa0,3,4,cmapss,cnn,60percent,22.8583927154541,3732.86181640625,279382.09375,46.417179107666016,41.60963439941406,5.2652183175086975
944,rul-adapt/benchmark/dt7w53br,MmdApproach,71688320-67b5-4947-a258-eff107aca846,3,2,cmapss,cnn,60percent,23.566953659057617,4939.40478515625,662643.5625,48.91449737548828,46.40829086303711,5.058259737491608
945,rul-adapt/benchmark/2sk63ah0,MmdApproach,463c252a-ceee-4c83-a797-a8611bd70a78,1,4,cmapss,cnn,60percent,22.303781509399418,3264.72314453125,247172.078125,45.984893798828125,42.0565185546875,4.301119601726532
946,rul-adapt/benchmark/oias9eo9,MmdApproach,06775fec-0f6c-4bfe-945c-fad5a6f754b2,1,3,cmapss,cnn,60percent,21.28740119934082,2590.91162109375,8158.0302734375,37.65869903564453,33.038665771484375,4.051897120475769
947,rul-adapt/benchmark/aiw3ofeq,MmdApproach,0d02b66a-586c-43c2-9dca-29a1b23baa0c,1,2,cmapss,cnn,60percent,23.46961784362793,2701.32080078125,312738.3125,45.71424102783203,45.28670501708984,3.9609354019165037
948,rul-adapt/benchmark/op0p4xu8,MmdApproach,cc4e6e60-ca5c-4dfe-a44c-ea99b48894fb,2,3,cmapss,cnn,60percent,16.80405044555664,1794.7164306640625,16634.693359375,41.17999267578125,35.57002258300781,9.607394933700562
949,rul-adapt/benchmark/2m9otdsn,MmdApproach,029e04c5-068c-4471-848d-935b9d900a0d,3,1,cmapss,cnn,60percent,14.114577293395996,464.9958801269531,1753.0693359375,22.58770179748535,22.881834030151367,5.896356623748253
950,rul-adapt/benchmark/7d5p2urn,MmdApproach,451a1091-bf95-427e-a52d-bc750b8ebf5b,2,1,cmapss,cnn,60percent,16.628402709960938,2050.685302734375,9120.529296875,36.62054061889648,38.68168258666992,9.266521022744374
951,rul-adapt/benchmark/6wz2mvrz,MmdApproach,769cb18d-bb7c-4261-9eba-ecde3c613e5b,2,4,cmapss,cnn,60percent,17.54077911376953,1852.156494140625,25769.4765625,35.92583465576172,35.81055450439453,10.391699402563033
952,rul-adapt/benchmark/qsn0kgh1,MmdApproach,1428917c-9f3e-44b5-afe8-03d2f12faf54,4,2,cmapss,cnn,60percent,17.930463790893555,1675.787353515625,2435.62939453125,19.87131118774414,22.45212173461914,12.560808299382527
953,rul-adapt/benchmark/3byxt2ze,MmdApproach,71688320-67b5-4947-a258-eff107aca846,3,2,cmapss,cnn,60percent,22.145530700683594,3021.40625,595652.875,47.71052932739258,46.101226806640625,4.955702364444733
954,rul-adapt/benchmark/yoep5tvv,MmdApproach,463c252a-ceee-4c83-a797-a8611bd70a78,1,4,cmapss,cnn,60percent,22.975330352783203,2035.122314453125,151719.296875,44.62215805053711,41.48234939575195,4.372867608070374
955,rul-adapt/benchmark/3amixjzi,MmdApproach,66f56810-76d0-4dde-9948-d1176db3cfa0,3,4,cmapss,cnn,60percent,23.210451126098633,4306.9853515625,610368.6875,48.47886657714844,42.212310791015625,5.445693182945251
956,rul-adapt/benchmark/f0wcaixx,MmdApproach,06775fec-0f6c-4bfe-945c-fad5a6f754b2,1,3,cmapss,cnn,60percent,18.85461807250977,1235.95263671875,5869.22705078125,37.088619232177734,36.529029846191406,4.011622065589542
957,rul-adapt/benchmark/maqunpop,MmdApproach,0d02b66a-586c-43c2-9dca-29a1b23baa0c,1,2,cmapss,cnn,60percent,24.279645919799805,3081.401611328125,225893.125,45.08560562133789,44.369590759277344,3.9576050639152527
958,rul-adapt/benchmark/q03a373e,MmdApproach,ea03a6ff-bf83-4d74-93f2-30da2c108a76,4,3,cmapss,cnn,60percent,20.83320426940918,9284.13671875,79601.5625,41.177433013916016,35.58475112915039,12.140994101762772
959,rul-adapt/benchmark/8bobl4nc,MmdApproach,5b7602bb-34b6-4034-85da-a46a946478a0,4,1,cmapss,cnn,60percent,24.97308349609375,4729,2923.1552734375,25.459550857543945,32.259708404541016,11.75201124494726
960,rul-adapt/benchmark/9f9z0wm2,LatentAlignApproach,ebb4b2bc-0ab7-4c71-a181-92087a08b7d2,2,1,cmapss,cnn,60percent,20.152196884155273,1473.5980224609375,927.6976318359376,20.99166679382324,24.774141311645508,7.259402981171241
961,rul-adapt/benchmark/q4hekaot,LatentAlignApproach,02bb60f6-b06b-4f84-a32e-060a65627e26,4,2,cmapss,cnn,60percent,20.25344467163086,1397.3983154296875,1987.8780517578125,20.987152099609375,23.649002075195312,6.941083924938934
962,rul-adapt/benchmark/aeeycv93,LatentAlignApproach,cae9819e-8579-4e26-9b61-884f085df99c,2,3,cmapss,cnn,60percent,18.862241744995117,1259.4986572265625,4375.9921875,30.613252639770508,32.36714172363281,7.10963473458221
963,rul-adapt/benchmark/zhnnlbuf,LatentAlignApproach,8187617c-14d5-4a1d-8590-2ead78033371,4,3,cmapss,cnn,60percent,22.58735084533691,2039.7330322265625,26789.80078125,36.22771072387695,36.43978118896485,6.827302997762507
964,rul-adapt/benchmark/qppamwp5,LatentAlignApproach,02bb60f6-b06b-4f84-a32e-060a65627e26,4,2,cmapss,cnn,60percent,24.32351303100586,2369.355224609375,3489.8681640625,24.699068069458008,25.461423873901367,7.363524140455784
965,rul-adapt/benchmark/c76kwfbl,LatentAlignApproach,ebb4b2bc-0ab7-4c71-a181-92087a08b7d2,2,1,cmapss,cnn,60percent,18.82003402709961,1346.4617919921875,859.864013671875,21.9276180267334,26.58430290222168,7.311487620135388
966,rul-adapt/benchmark/9pobsna2,LatentAlignApproach,57c2bf5b-7fa9-44c6-8caf-184fa2ab7c45,4,1,cmapss,cnn,60percent,21.886695861816406,1878.5430908203125,1525.1622314453125,22.709339141845703,27.10862159729004,7.052608974052198
967,rul-adapt/benchmark/nm75t7we,LatentAlignApproach,34960315-bd40-485d-9513-9b9b492bb9cb,2,4,cmapss,cnn,60percent,20.14970016479492,1579.4105224609375,11735.888671875,32.742027282714844,34.541988372802734,8.129656518589366
968,rul-adapt/benchmark/0eu6xumc,LatentAlignApproach,cae9819e-8579-4e26-9b61-884f085df99c,2,3,cmapss,cnn,60percent,18.17475700378418,1157.23291015625,2887.19189453125,29.386783599853516,30.812515258789062,7.632623224547415
969,rul-adapt/benchmark/w51bjgth,LatentAlignApproach,8187617c-14d5-4a1d-8590-2ead78033371,4,3,cmapss,cnn,60percent,24.038991928100582,3163.12548828125,16593.744140625,36.28109359741211,37.39482498168945,7.274771251897702
970,rul-adapt/benchmark/5m2dq7gy,LatentAlignApproach,02bb60f6-b06b-4f84-a32e-060a65627e26,4,2,cmapss,cnn,60percent,29.227022171020508,4429.89453125,9374.7080078125,29.92295265197754,30.64201545715332,7.5336537177746115
971,rul-adapt/benchmark/dg52fn1g,LatentAlignApproach,ebb4b2bc-0ab7-4c71-a181-92087a08b7d2,2,1,cmapss,cnn,60percent,17.989521026611328,1148.435302734375,850.6588745117188,20.177698135375977,24.8680362701416,7.345237545771141
972,rul-adapt/benchmark/joc3njlf,LatentAlignApproach,34960315-bd40-485d-9513-9b9b492bb9cb,2,4,cmapss,cnn,60percent,21.10646629333496,2483.80908203125,14062.62890625,33.887325286865234,35.483646392822266,7.664274609088897
973,rul-adapt/benchmark/5cc876ac,LatentAlignApproach,575d6509-66fd-4bcd-9a6c-82ade46b4c52,1,3,cmapss,cnn,60percent,14.951922416687012,265.60321044921875,1781.8489990234375,25.6322021484375,25.502769470214844,3.0703133113348664
974,rul-adapt/benchmark/117gn1qm,LatentAlignApproach,57c2bf5b-7fa9-44c6-8caf-184fa2ab7c45,4,1,cmapss,cnn,60percent,22.848939895629883,2008.00634765625,2827.443359375,29.72783470153809,32.96249771118164,7.17219323046664
975,rul-adapt/benchmark/tl3x09tp,LatentAlignApproach,cae9819e-8579-4e26-9b61-884f085df99c,2,3,cmapss,cnn,60percent,18.23388671875,1217.952880859375,2318.11572265625,28.08805274963379,30.90840530395508,7.434875825556313
976,rul-adapt/benchmark/3fdg6smr,LatentAlignApproach,8187617c-14d5-4a1d-8590-2ead78033371,4,3,cmapss,cnn,60percent,23.831724166870117,2326.352783203125,26619.265625,36.60084915161133,37.112796783447266,7.430453283091386
977,rul-adapt/benchmark/dlycd55o,LatentAlignApproach,57c2bf5b-7fa9-44c6-8caf-184fa2ab7c45,4,1,cmapss,cnn,60percent,30.76531219482422,5783.89794921875,2212.385498046875,27.330150604248047,32.13324737548828,8.186552659670513
978,rul-adapt/benchmark/xfu6ctch,LatentAlignApproach,02bb60f6-b06b-4f84-a32e-060a65627e26,4,2,cmapss,cnn,60percent,25.330121994018555,16136.8017578125,2985.6953125,23.35046768188477,24.00373077392578,7.833815468682183
979,rul-adapt/benchmark/9gt2nv67,LatentAlignApproach,575d6509-66fd-4bcd-9a6c-82ade46b4c52,1,3,cmapss,cnn,60percent,14.977349281311035,267.924560546875,2161.25830078125,26.188919067382812,25.253549575805664,3.1747387442925965
980,rul-adapt/benchmark/stz38ax6,LatentAlignApproach,ebb4b2bc-0ab7-4c71-a181-92087a08b7d2,2,1,cmapss,cnn,60percent,18.15546989440918,1172.40771484375,676.4699096679688,20.40904235839844,23.5706729888916,7.775844915493114
981,rul-adapt/benchmark/dryjq7iq,LatentAlignApproach,140b8cd1-51fe-4edd-bf5e-527dcb31be24,3,1,cmapss,cnn,60percent,14.002208709716797,290.1703186035156,4168.25,25.57209587097168,24.633838653564453,3.471903408416594
982,rul-adapt/benchmark/232a5fbz,LatentAlignApproach,575d6509-66fd-4bcd-9a6c-82ade46b4c52,1,3,cmapss,cnn,60percent,17.686988830566406,381.3170471191406,10009.9921875,34.17912292480469,33.325408935546875,3.5233982769218652
983,rul-adapt/benchmark/e044ql7d,LatentAlignApproach,94ed3232-0364-428c-b304-5a0a703b9782,3,2,cmapss,cnn,60percent,18.92217063903809,417.9710083007813,80844.203125,42.038848876953125,39.37690353393555,3.8735281179348626
984,rul-adapt/benchmark/br3p7e85,LatentAlignApproach,cae9819e-8579-4e26-9b61-884f085df99c,2,3,cmapss,cnn,60percent,19.415918350219727,1406.3424072265625,2780.570556640625,29.113927841186523,32.247615814208984,8.577313168482346
